Creation,paper_id,models,link,Title,Year,Abstract,blank
HETGNN,138,,,,,,0
FGNN,139,,,,,,0
NCR,140,,,,,,0
SSEPT,141,,,,,,0
NARRE,142,,,,,,0
KNN,143,,,,,,0
LIGHTFM,144,LIGHTFM,https://arxiv.org/pdf/1507.08439.pdf,Metadata Embeddings for User and Item Cold-start Recommendations,2015,"I present a hybrid matrix factorisation model representing users and items as linear combinations of their content features’ latent factors. The model outperforms both collaborative and content-based models in cold-start or sparse interaction data scenarios (using both user and item metadata), and performs at least as well as a pure collaborative matrix factorisation model where interaction data is abundant. Additionally, feature embeddings produced by the model encode semantic information in a way reminiscent of word embedding approaches, making them useful for a range of related tasks such as tag recommendations.",1
TIEN,146,,,,,,0
CL4SREC,147,,,,,,0
HYREC,148,,,,,,0
MAGNN,149,,,,,,0
HGT,150,,,,,,0
MBGCN,151,,,,,,0
TAGNN,152,,,,,,0
COTREC,153,FPMC;GRU4REC;NARM;STAMP;SRGNN;GCEGNN;S2DHCN;COTREC,https://arxiv.org/pdf/2108.10560.pdf,Self-Supervised Graph Co-Training for Session-based Recommendation,2021,"Session-based recommendation targets next-item prediction by exploiting user behaviors within a short time period. Compared with other recommendation paradigms, session-based recommendation suffers more from the problem of data sparsity due to the very limited short-term interactions. Self-supervised learning, which can discover ground-truth samples from the raw data, holds vast potentials to tackle this problem. However, existing self-supervised recommendation models mainly rely on item/segment dropout to augment data, which are not fit for session-based recommendation because the dropout leads to sparser data, creating unserviceable self-supervision signals. In this paper, for informative session-based data augmentation, we combine self-supervised learning with co-training, and then develop a framework to enhance session-based recommendation. Technically, we first exploit the session-based graph to augment two views that exhibit the internal and external connectivities of sessions, and then we build two distinct graph encoders over the two views, which recursively leverage the different connectivity information to generate ground-truth samples to supervise each other by contrastive learning. In contrast to the dropout strategy, the proposed self-supervised graph co-training preserves the complete session information and fulfills genuine data augmentation. Extensive experiments on multiple benchmark datasets show that, session-based recommendation can be remarkably enhanced under the regime of self-supervised graph co-training, achieving the state-of-the-art performance.",1
